data_time,tem_max,tem_mean,tem_min
2021/11/2,24.1587,23.93290833,23.6066
2021/11/3,24.0677,23.81171667,23.4145
2021/11/4,23.9183,23.68077292,23.2908
2021/11/5,23.9046,23.65424792,23.1837
2021/11/6,23.7898,23.641175,23.4342
2021/11/7,23.6602,23.55668958,23.3787
2021/11/8,23.5511,23.39346042,23.1394
2021/11/9,23.3105,23.04133542,22.61
2021/11/10,23.0647,22.82538333,22.5193
2021/11/11,22.7966,22.59976667,22.2022
2021/11/12,22.578,22.41065106,22.0859
2021/11/13,22.3619,22.13339792,21.8311
2021/11/14,22.0779,21.894,21.6531
2021/11/15,21.8861,21.68158,21.4524
2021/11/16,21.75334583,21.54882583,21.31964583
2021/11/17,21.62059167,21.41607167,21.18689167
2021/11/18,21.4878375,21.2833175,21.0541375
2021/11/19,21.35508333,21.15056333,20.92138333
2021/11/20,21.22232917,21.01780917,20.78862917
2021/11/21,21.089575,20.885055,20.655875
2021/11/22,20.95682083,20.75230083,20.52312083
2021/11/23,20.82406667,20.61954667,20.39036667
2021/11/24,20.6913125,20.4867925,20.2576125
2021/11/25,20.55855833,20.35403833,20.12485833
2021/11/26,20.42580417,20.22128417,19.99210417
2021/11/27,20.29305,20.08853,19.85935
2021/11/28,20.16029583,19.95577583,19.72659583
2021/11/29,20.02754167,19.82302167,19.59384167
2021/11/30,19.8947875,19.6902675,19.4610875
2021/12/1,19.76203333,19.55751333,19.32833333
2021/12/2,19.62927917,19.42475917,19.19557917
2021/12/3,19.496525,19.292005,19.062825
2021/12/4,19.36377083,19.15925083,18.93007083
2021/12/5,19.23101667,19.02649667,18.79731667
2021/12/6,19.0982625,18.8937425,18.6645625
2021/12/7,18.96550833,18.76098833,18.53180833
2021/12/8,18.83275417,18.62823417,18.39905417
2021/12/9,18.7,18.49548,18.2663
2021/12/10,18.6,18.49660208,18.31
2021/12/11,18.5,18.44764375,18.3
2021/12/12,18.5,18.37444167,18.2
2021/12/13,18.3,18.22096875,18.1
2021/12/14,18.1067,18.0545125,17.97
2021/12/15,18.1,18.01132292,17.9
2021/12/16,18.2,18.0684,17.9
2021/12/17,18.1,18.05576458,17.9
2021/12/18,17.9,17.7754625,17.61
2021/12/19,17.7,17.58306875,17.4
2021/12/20,17.6,17.3924375,17.15
2021/12/21,17.4,17.2468875,17
2021/12/22,17.38,17.20402917,16.9
2021/12/23,17.2933,17.103025,16.9
2021/12/24,17.2,17.05876042,16.9
2021/12/25,17.1,16.93039583,16.63
2021/12/26,16.8,16.56056667,16.1633
2021/12/27,16.4033,16.19260208,15.7067
2021/12/28,16.2,15.93020833,15.57
2021/12/29,16.1,15.70930417,15.5
2021/12/30,15.6,15.6,15.6
2021/12/31,15.6,15.6,15.6
2022/1/1,15.6,15.6,15.6
2022/1/2,15.6,15.6,15.6
2022/1/3,15.6,15.6,15.6
2022/1/4,15.6,15.6,15.6
2022/1/5,15.6,15.6,15.6
2022/1/6,15.6,15.6,15.6
2022/1/7,15.6,15.51590417,15.3
2022/1/8,15.4,15.33361042,15.2
2022/1/9,15.3,15.27291667,15.2
2022/1/10,15.3,15.1986125,15.1
2022/1/11,15.3567,15.19083542,15
2022/1/12,15.1,15.02320833,14.9
2022/1/13,15.02,14.89759167,14.7533
2022/1/14,14.8933,14.75637708,14.6233
2022/1/15,14.7667,14.64861042,14.4
2022/1/16,14.7,14.61625,14.5
2022/1/17,14.6,14.5151375,14.19
2022/1/18,14.5,14.42437292,14.3
2022/1/19,14.6,14.42902708,14.2
2022/1/20,14.5,14.43531042,14.3333
2022/1/21,14.4,14.346875,14.2467
2022/1/22,14.3,14.27666667,14.2
2022/1/23,14.3,14.27118125,14.2
2022/1/24,14.3,14.27375417,14.2
2022/1/25,14.2,14.2,14.2
2022/1/26,14.2,14.2,14.2
2022/1/27,14.3333,14.19923333,14.1
2022/1/28,14.2,14.11701458,14.05
2022/1/29,14.1,14.01986042,13.9233
2022/1/30,14.01,13.94916667,13.9
2022/1/31,13.9,13.80965208,13.76
2022/2/1,13.8,13.69319583,13.6
2022/2/2,13.7,13.5823625,13.4667
2022/2/3,13.6,13.48071667,13.3167
2022/2/4,13.5,13.36509375,13.2
2022/2/5,13.3,13.22170208,13.01
2022/2/6,13.2,13.05763958,12.9
2022/2/7,13.0967,12.91757292,12.79
2022/2/8,12.9,12.84777708,12.7
2022/2/9,12.8,12.69298333,12.5733
2022/2/10,12.7,12.66076209,12.5967
2022/2/11,12.6241,12.57758519,12.5
2022/2/12,12.7,12.61027708,12.5
2022/2/13,12.7,12.64534583,12.6
2022/2/14,13.1,12.71964792,12.5733
2022/2/15,12.99,12.71986458,12.5
2022/2/16,12.8,12.64759375,12.5
2022/2/17,12.7,12.53992708,12.4
2022/2/18,12.5,12.385625,12.3
2022/2/19,12.4,12.30437292,12.2
2022/2/20,12.2,12.12083125,11.98
2022/2/21,12.0467,11.81387708,11.6
2022/2/22,11.8,11.69810208,11.5
2022/2/23,11.67,11.49388958,11.2967
2022/2/24,11.7033,11.42624583,11.2
2022/2/25,11.7,11.46370417,11.2
2022/2/26,12.0033,11.72506667,11.4931
2022/2/27,12.5367,11.99972292,11.6
2022/2/28,12.8667,12.13319792,11.6933
2022/3/1,13.0567,12.34305833,11.7233
2022/3/2,12.8733,12.37539583,11.7133
2022/3/3,12.97,12.45612292,11.89
2022/3/4,13.2033,12.600625,11.9433
2022/3/5,13.19,12.70570833,12.16
2022/3/6,13.09,12.61096875,12.2
2022/3/7,12.9,12.58964583,12.2
2022/3/8,13.1,12.65597083,12.2
2022/3/9,13.44,12.86348542,12.3
2022/3/10,13.78,13.25527292,12.6633
2022/3/11,14.8833,13.8622375,13.08
2022/3/12,15.32,14.49071458,13.5
2022/3/13,15.4867,14.7942875,14.03
2022/3/14,15.3933,14.56160625,13.49
2022/3/15,14.98,14.3992375,13.5967
2022/3/16,14.7,14.55563846,14.25
