data_time,tem_max,tem_mean,tem_min
2021/9/17,28.4195,28.4195,28.4195
2021/9/18,28.4967,27.9807,27.6342
2021/9/19,28.7968,28.06800417,27.7118
2021/9/20,28.9875,28.24973542,27.8371
2021/9/21,29.0585,28.409625,27.9977
2021/9/22,29.1508,28.52992917,28.1337
2021/9/23,29.129,28.64393125,28.2523
2021/9/24,29.0333,28.67740833,28.3781
2021/9/25,28.9724,28.71061458,28.4372
2021/9/26,28.9229,28.71898958,28.4962
2021/9/27,28.8998,28.72258958,28.5436
2021/9/28,29.0192,28.81238333,28.5892
2021/9/29,29.2025,28.91785208,28.6502
2021/9/30,29.3791,29.03875833,28.7495
2021/10/1,29.1985,28.99264894,28.791
2021/10/2,29.4922,28.9754875,28.7677
2021/10/3,29.1899,28.91251458,28.7476
2021/10/4,28.9536,28.82550208,28.7134
2021/10/5,28.9176,28.76139375,28.6838
2021/10/6,28.838,28.72368333,28.651
2021/10/7,28.7077,28.64508723,28.4796
2021/10/8,28.5647,28.48981042,28.3118
2021/10/9,28.5849,28.462775,28.2989
2021/10/10,28.534,28.42508333,28.2952
2021/10/11,28.4218,28.3227,28.1345
2021/10/12,28.2508,27.98943958,27.6584
2021/10/13,27.9296,27.71907292,27.4429
2021/10/14,27.7229,27.42681667,27.0663
2021/10/15,27.5408,26.96844583,26.3559
2021/10/16,27.5354,27.17533333,26.6472
2021/10/17,27.1764,26.92602292,26.6666
2021/10/18,26.9724,26.52633542,25.979
2021/10/19,26.871,26.5372375,26.126
2021/10/20,26.7131,26.31277708,25.8151
2021/10/21,26.4343,26.03109792,25.4623
2021/10/22,26.1396,25.74431458,25.1705
2021/10/23,25.918,25.35734583,24.6386
2021/10/24,25.5468,25.06813125,24.3049
2021/10/25,25.2701,24.89901875,24.2241
2021/10/26,25.1579,24.74620625,24.3004
2021/10/27,24.8761,24.59842708,24.2324
2021/10/28,24.8246,24.36614792,23.9789
2021/10/29,24.4879,24.154675,23.8641
2021/10/30,24.3629,24.03674167,23.6202
2021/10/31,24.3895,24.09600833,23.8306
2021/11/1,24.261,24.03819149,23.721
