data_time,tem_max,tem_mean,tem_min
2021/12/10,18.44,18.12042292,17.8967
2021/12/11,18.4733,18.17923958,17.9233
2021/12/12,18.3867,18.17719583,18
2021/12/13,18.2,18.09692917,17.9233
2021/12/14,18.1,18.00233333,17.8633
2021/12/15,18,17.9556375,17.8
2021/12/16,18.1067,18.02569792,17.9
2021/12/17,18.1,18.02184792,17.7833
2021/12/18,17.9767,17.75840625,17.4067
2021/12/19,17.6,17.464025,17.1067
2021/12/20,17.3,17.14285,16.9
2021/12/21,17.1,16.94270625,16.8167
2021/12/22,17.1033,16.90999792,16.7
2021/12/23,17,16.80958333,16.7
2021/12/24,17.1,16.84305417,16.7
2021/12/25,16.9,16.74735833,16.6
2021/12/26,16.6033,16.39236042,16.15
2021/12/27,16.2333,15.98273125,15.8
2021/12/28,15.9,15.696825,15.49
2021/12/29,15.7533,15.60131875,15.4
2021/12/30,15.6655,15.51365208,15.3333
2021/12/31,15.4867,15.34098958,15.2
2022/1/1,15.4,15.25652708,15.0367
2022/1/2,15.4933,15.27771042,15.1
2022/1/3,15.5,15.29103542,15.1167
2022/1/4,15.5,15.2752125,15.1
2022/1/5,15.5033,15.36721875,15.2467
2022/1/6,15.5,15.35388958,15.3
2022/1/7,15.5767,15.31628125,15.2
2022/1/8,15.52,15.30034792,15.1633
2022/1/9,15.3,15.24375,15.2
2022/1/10,15.3967,15.22833333,15.1
2022/1/11,15.4,15.19910417,15.1
2022/1/12,15.2733,15.04853958,14.7867
2022/1/13,15.2067,14.9828375,14.76
2022/1/14,14.9833,14.78185208,14.6
2022/1/15,14.8867,14.69347083,14.6
2022/1/16,14.7,14.66715208,14.5
2022/1/17,14.6667,14.58249792,14.49
2022/1/18,14.5,14.44604375,14.3033
2022/1/19,14.61,14.44583958,14.3
2022/1/20,14.5,14.41465,14.34
2022/1/21,14.4,14.35479167,14.3
2022/1/22,14.3,14.29263958,14.2
2022/1/23,14.4967,14.33492917,14.2
2022/1/24,14.4,14.363125,14.3
2022/1/25,14.4,14.32340208,14.3
2022/1/26,14.4,14.32673542,14.3
2022/1/27,14.56,14.37777708,14.3
2022/1/28,14.4,14.34555625,14.3
2022/1/29,14.4,14.24319583,14.1167
2022/1/30,14.3533,14.19513958,14.0867
2022/1/31,14.1033,13.95289583,13.82
2022/2/1,13.9,13.8075,13.7
2022/2/2,13.7833,13.66923958,13.56
2022/2/3,13.6,13.59652708,13.5133
2022/2/4,13.6,13.6,13.6
2022/2/5,13.6,13.3920125,13.2
2022/2/6,13.2,13.14944583,13.0767
2022/2/7,13.1,12.97466458,12.9
2022/2/8,12.9967,12.887775,12.8
2022/2/9,12.8,12.75409792,12.6367
2022/2/10,12.8,12.79784314,12.7
2022/2/11,12.8,12.8,12.8
2022/2/12,13.1,12.87666458,12.8
2022/2/13,13,12.87814167,12.8
2022/2/14,13.3767,12.98693958,12.8
2022/2/15,13.35,13.05716875,12.9
2022/2/16,13.3,13.03563333,12.9
2022/2/17,13.1933,12.92360833,12.7
2022/2/18,12.9,12.73583125,12.58
2022/2/19,12.7793,12.62297292,12.4
2022/2/20,12.49,12.32769583,12.14
2022/2/21,12.2,12.00309583,11.9
2022/2/22,11.9,11.80535,11.7
2022/2/23,11.7,11.60291667,11.57
2022/2/24,12.1,11.71083125,11.41
2022/2/25,12.3,11.82313542,11.31
2022/2/26,12.7867,12.20479167,11.8
2022/2/27,12.9567,12.37680833,12.1
2022/2/28,13.06,12.52658333,12.1
2022/3/1,13.3933,12.75885417,12.2267
2022/3/2,13.2967,12.85818125,12.3367
2022/3/3,13.4,12.93541875,12.4
2022/3/4,13.6567,13.1306625,12.6
2022/3/5,13.7,13.25689375,12.76
2022/3/6,13.7,13.24028542,12.8033
2022/3/7,13.4533,13.14034792,12.7967
2022/3/8,13.8933,13.14840208,12.75
2022/3/9,14.2533,13.2736125,12.8467
2022/3/10,14.3867,13.60206042,13.2
2022/3/11,14.7633,14.12736458,13.5
2022/3/12,15.5967,14.63608125,14
2022/3/13,15.7,15.04885417,14.4167
2022/3/14,15.4667,14.97397083,14.6172
2022/3/15,15.1567,14.52416042,14.0633
2022/3/16,14.9967,14.62257692,14.4
